order_id,order_date,product,category,region,customer_segment,quantity,unit_price,discount_pct,revenue,net_revenue
3861,2024-01-14,Laptop Stand,Electronics,East,Wholesale,7,46.8,15,327.6,278.46
1289,2024-01-14,Laptop Stand,Electronics,South,Wholesale,3,51.58,0,154.74,154.74
2711,2024-01-14,Desk Lamp,Furniture,North,Retail,7,36.04,0,252.28,252.28
3168,2024-01-14,Water Bottle,Accessories,South,Wholesale,4,17.22,0,68.88,68.88
2048,2024-01-15,Laptop Stand,Electronics,South,Retail,9,48.83,5,439.47,417.5
1107,2024-01-15,Backpack,Accessories,West,Wholesale,11,67.76,5,745.36,708.09
2326,2024-01-15,Pen Pack,Stationery,North,Wholesale,7,8.13,5,56.91,54.06
3488,2024-01-15,Mechanical Keyboard,Electronics,East,Wholesale,1,81.61,0,81.61,81.61
1765,2024-01-15,Pen Pack,Stationery,West,Online,8,9.12,5,72.96,69.31
1090,2024-01-15,Desk Lamp,Furniture,West,Wholesale,5,40.88,5,204.4,194.18
2770,2024-01-15,Laptop Stand,Electronics,South,Wholesale,8,43.21,5,345.68,328.4
3086,2024-01-15,Water Bottle,Accessories,South,Online,7,17.15,10,120.05,108.05
3491,2024-01-16,Notebook Set,Stationery,West,Online,2,12.29,5,24.58,23.35
1959,2024-01-16,Pen Pack,Stationery,West,Wholesale,6,8.78,0,52.68,52.68
1974,2024-01-16,Wireless Mouse,Electronics,North,Wholesale,6,26.9,0,161.4,161.4
3962,2024-01-16,Water Bottle,Accessories,East,Wholesale,10,16.14,0,161.4,161.4
1561,2024-01-16,USB-C Hub,Electronics,West,Online,10,34.46,5,344.6,327.37
1775,2024-01-17,Webcam HD,Electronics,West,Online,7,54.81,10,383.67,345.3
2124,2024-01-17,Desk Organizer,Accessories,South,Retail,1,23.97,20,23.97,19.18
1674,2024-01-17,Mechanical Keyboard,Electronics,South,Online,5,80.45,0,402.25,402.25
2150,2024-01-17,Pen Pack,Stationery,West,Retail,8,8.91,0,71.28,71.28
2054,2024-01-17,Whiteboard,Stationery,East,Retail,4,62.91,15,251.64,213.89
2653,2024-01-17,Wireless Mouse,Electronics,North,Online,3,24.29,10,72.87,65.58
3597,2024-01-17,Office Chair,Furniture,North,Retail,6,179.59,20,1077.54,862.03
2842,2024-01-18,Standing Desk,Furniture,North,Retail,1,322.53,20,322.53,258.02
3195,2024-01-18,Standing Desk,Furniture,South,Online,1,400.71,20,400.71,320.57
3475,2024-01-18,Whiteboard,Stationery,West,Wholesale,2,58.23,0,116.46,116.46
3694,2024-01-18,Office Chair,Furniture,South,Wholesale,1,183.32,10,183.32,164.99
1369,2024-01-18,Wireless Mouse,Electronics,North,Online,2,24.0,5,48.0,45.6
1983,2024-01-18,Bookshelf,Furniture,Central,Wholesale,9,120.33,0,1082.97,1082.97
3748,2024-01-18,Sticky Notes,Stationery,North,Wholesale,4,5.31,15,21.24,18.05
2015,2024-01-18,Laptop Stand,Electronics,East,Retail,12,50.77,0,609.24,609.24
1852,2024-01-18,Backpack,Accessories,North,Online,7,65.77,0,460.39,460.39
2540,2024-01-18,Standing Desk,Furniture,Central,Wholesale,2,372.11,0,744.22,744.22
2529,2024-01-18,Water Bottle,Accessories,West,Retail,11,17.14,0,188.54,188.54
3838,2024-01-18,Wireless Mouse,Electronics,North,Wholesale,3,28.46,10,85.38,76.84
3596,2024-01-18,Notebook Set,Stationery,West,Online,4,13.61,0,54.44,54.44
2827,2024-01-18,Laptop Stand,Electronics,Central,Wholesale,1,46.85,15,46.85,39.82
1153,2024-01-19,Sticky Notes,Stationery,South,Wholesale,11,4.98,0,54.78,54.78
2750,2024-01-19,Wireless Mouse,Electronics,South,Wholesale,5,28.2,10,141.0,126.9
2544,2024-01-19,Standing Desk,Furniture,North,Retail,11,375.19,0,4127.09,4127.09
1430,2024-01-19,Sticky Notes,Stationery,West,Online,12,5.17,20,62.04,49.63
2856,2024-01-19,Desk Organizer,Accessories,North,Retail,5,25.01,5,125.05,118.8
3559,2024-01-19,Laptop Stand,Electronics,West,Online,8,50.44,15,403.52,342.99
1505,2024-01-19,Mechanical Keyboard,Electronics,South,Retail,7,76.35,10,534.45,481.01
2952,2024-01-19,Water Bottle,Accessories,South,Retail,12,14.31,20,171.72,137.38
1341,2024-01-19,Mechanical Keyboard,Electronics,West,Retail,3,84.62,20,253.86,203.09
1921,2024-01-19,Office Chair,Furniture,Central,Wholesale,12,205.48,0,2465.76,2465.76
3002,2024-01-20,Office Chair,Furniture,Central,Retail,11,183.31,0,2016.41,2016.41
3602,2024-01-20,Bookshelf,Furniture,South,Wholesale,12,135.22,20,1622.64,1298.11
3952,2024-01-20,Mechanical Keyboard,Electronics,Central,Retail,2,77.91,0,155.82,155.82
2041,2024-01-20,Backpack,Accessories,Central,Online,3,65.2,10,195.6,176.04
2134,2024-01-21,Webcam HD,Electronics,East,Online,6,61.44,0,368.64,368.64
2539,2024-01-21,Office Chair,Furniture,East,Retail,8,162.24,0,1297.92,1297.92
2304,2024-01-21,Water Bottle,Accessories,Central,Wholesale,6,13.91,10,83.46,75.11
3918,2024-01-21,Office Chair,Furniture,West,Retail,9,172.66,0,1553.94,1553.94
3219,2024-01-21,Webcam HD,Electronics,East,Wholesale,12,55.06,5,660.72,627.68
2239,2024-01-21,Whiteboard,Stationery,West,Retail,7,57.94,10,405.58,365.02
3492,2024-01-21,USB-C Hub,Electronics,South,Online,12,36.41,0,436.92,436.92
3119,2024-01-21,Desk Lamp,Furniture,West,Retail,12,38.28,10,459.36,413.42
3734,2024-01-21,Notebook Set,Stationery,North,Wholesale,5,13.68,20,68.4,54.72
3510,2024-01-21,Bookshelf,Furniture,West,Retail,2,111.82,15,223.64,190.09
3770,2024-01-21,Webcam HD,Electronics,East,Wholesale,9,63.32,0,569.88,569.88
3410,2024-01-22,Wireless Mouse,Electronics,South,Wholesale,12,22.83,0,273.96,273.96
3629,2024-01-22,Backpack,Accessories,East,Retail,11,64.79,0,712.69,712.69
1722,2024-01-22,Desk Organizer,Accessories,East,Retail,5,21.07,15,105.35,89.55
1277,2024-01-22,Water Bottle,Accessories,East,Wholesale,8,14.12,15,112.96,96.02
1529,2024-01-22,Backpack,Accessories,East,Retail,2,71.65,5,143.3,136.13
2600,2024-01-22,Laptop Stand,Electronics,Central,Retail,12,41.97,10,503.64,453.28
1899,2024-01-22,Pen Pack,Stationery,West,Wholesale,4,8.93,10,35.72,32.15
3447,2024-01-22,USB-C Hub,Electronics,Central,Online,2,38.71,10,77.42,69.68
3278,2024-01-22,Whiteboard,Stationery,South,Wholesale,8,51.44,0,411.52,411.52
3284,2024-01-22,Sticky Notes,Stationery,North,Online,5,4.88,0,24.4,24.4
3318,2024-01-22,Whiteboard,Stationery,East,Retail,7,59.68,5,417.76,396.87
1703,2024-01-22,Wireless Mouse,Electronics,South,Retail,9,25.96,0,233.64,233.64
3764,2024-01-22,Laptop Stand,Electronics,West,Retail,3,41.81,0,125.43,125.43
3471,2024-01-23,Wireless Mouse,Electronics,South,Wholesale,12,24.92,0,299.04,299.04
3437,2024-01-23,Standing Desk,Furniture,North,Online,8,335.55,20,2684.4,2147.52
1267,2024-01-23,Laptop Stand,Electronics,East,Retail,12,49.18,0,590.16,590.16
2891,2024-01-23,Wireless Mouse,Electronics,Central,Online,6,26.74,10,160.44,144.4
2874,2024-01-23,Desk Organizer,Accessories,West,Wholesale,7,19.9,0,139.3,139.3
2663,2024-01-23,Mechanical Keyboard,Electronics,Central,Online,2,72.01,10,144.02,129.62
3988,2024-01-24,Office Chair,Furniture,East,Online,1,164.78,5,164.78,156.54
2747,2024-01-24,Pen Pack,Stationery,West,Wholesale,1,7.6,0,7.6,7.6
3763,2024-01-24,Pen Pack,Stationery,West,Wholesale,7,7.68,10,53.76,48.38
2605,2024-01-24,Wireless Mouse,Electronics,South,Wholesale,5,23.54,10,117.7,105.93
3870,2024-01-24,Laptop Stand,Electronics,West,Wholesale,7,43.18,0,302.26,302.26
2214,2024-01-24,Whiteboard,Stationery,Central,Online,11,63.21,0,695.31,695.31
3290,2024-01-24,Desk Organizer,Accessories,Central,Retail,11,20.94,5,230.34,218.82
1160,2024-01-24,Laptop Stand,Electronics,East,Retail,12,45.49,0,545.88,545.88
3194,2024-01-25,Webcam HD,Electronics,West,Online,1,62.69,20,62.69,50.15
2306,2024-01-25,Wireless Mouse,Electronics,Central,Wholesale,3,27.45,0,82.35,82.35
1662,2024-01-25,Webcam HD,Electronics,Central,Online,1,68.46,10,68.46,61.61
3746,2024-01-25,Backpack,Accessories,North,Online,12,67.05,10,804.6,724.14
3808,2024-01-25,USB-C Hub,Electronics,West,Wholesale,8,38.03,0,304.24,304.24
3467,2024-01-25,Bookshelf,Furniture,Central,Online,7,128.91,0,902.37,902.37
1310,2024-01-25,Backpack,Accessories,Central,Wholesale,4,74.21,0,296.84,296.84
3438,2024-01-25,Water Bottle,Accessories,West,Retail,12,15.6,0,187.2,187.2
2293,2024-01-25,Whiteboard,Stationery,East,Retail,9,53.07,20,477.63,382.1
1374,2024-01-25,Office Chair,Furniture,Central,Wholesale,7,190.17,0,1331.19,1331.19
1636,2024-01-26,Desk Lamp,Furniture,East,Wholesale,5,40.57,0,202.85,202.85
3064,2024-01-26,Notebook Set,Stationery,South,Online,9,12.65,0,113.85,113.85
1840,2024-01-26,Desk Organizer,Accessories,Central,Wholesale,12,22.69,0,272.28,272.28
1336,2024-01-26,Laptop Stand,Electronics,South,Retail,10,47.43,15,474.3,403.15
3358,2024-01-26,USB-C Hub,Electronics,South,Retail,11,31.53,15,346.83,294.81
2888,2024-01-26,Desk Lamp,Furniture,Central,Online,3,42.3,0,126.9,126.9
1590,2024-01-26,Standing Desk,Furniture,North,Wholesale,4,388.24,0,1552.96,1552.96
3640,2024-01-26,Office Chair,Furniture,North,Retail,10,187.94,0,1879.4,1879.4
3849,2024-01-27,Wireless Mouse,Electronics,South,Wholesale,3,24.99,15,74.97,63.72
2591,2024-01-27,Webcam HD,Electronics,South,Retail,10,60.39,5,603.9,573.7
3558,2024-01-27,Backpack,Accessories,East,Wholesale,6,64.14,20,384.84,307.87
2989,2024-01-27,Webcam HD,Electronics,East,Retail,1,56.47,0,56.47,56.47
1252,2024-01-27,Office Chair,Furniture,South,Wholesale,10,198.76,15,1987.6,1689.46
2875,2024-01-27,Standing Desk,Furniture,West,Online,11,348.19,15,3830.09,3255.58
1507,2024-01-27,USB-C Hub,Electronics,Central,Online,2,36.5,0,73.0,73.0
1214,2024-01-27,Pen Pack,Stationery,Central,Retail,10,8.75,0,87.5,87.5
2612,2024-01-27,Webcam HD,Electronics,South,Wholesale,5,68.13,15,340.65,289.55
2462,2024-01-27,Wireless Mouse,Electronics,North,Retail,8,22.9,15,183.2,155.72
2722,2024-01-27,Desk Lamp,Furniture,East,Online,7,43.26,0,302.82,302.82
1912,2024-01-27,Webcam HD,Electronics,South,Online,3,56.43,5,169.29,160.83
1990,2024-01-27,Mechanical Keyboard,Electronics,South,Online,10,79.3,15,793.0,674.05
1193,2024-01-27,Desk Lamp,Furniture,South,Wholesale,1,41.89,0,41.89,41.89
2363,2024-01-27,Water Bottle,Accessories,North,Online,11,13.75,0,151.25,151.25
2945,2024-01-28,Sticky Notes,Stationery,West,Wholesale,7,5.51,0,38.57,38.57
1872,2024-01-28,Whiteboard,Stationery,North,Retail,12,51.64,0,619.68,619.68
1677,2024-01-28,Sticky Notes,Stationery,East,Online,11,4.98,0,54.78,54.78
3331,2024-01-28,Laptop Stand,Electronics,North,Retail,2,49.35,0,98.7,98.7
1611,2024-01-28,Bookshelf,Furniture,North,Wholesale,8,125.57,20,1004.56,803.65
3015,2024-01-28,Standing Desk,Furniture,South,Wholesale,12,380.4,5,4564.8,4336.56
2648,2024-01-28,Webcam HD,Electronics,West,Wholesale,1,59.66,15,59.66,50.71
2074,2024-01-28,Whiteboard,Stationery,West,Wholesale,9,61.85,0,556.65,556.65
1034,2024-01-28,Water Bottle,Accessories,West,Online,7,14.83,15,103.81,88.24
1859,2024-01-29,Notebook Set,Stationery,West,Retail,10,10.91,20,109.1,87.28
2232,2024-01-29,Standing Desk,Furniture,East,Wholesale,11,390.54,15,4295.94,3651.55
2027,2024-01-29,Backpack,Accessories,North,Wholesale,1,74.21,0,74.21,74.21
1232,2024-01-29,Desk Organizer,Accessories,East,Online,5,22.23,0,111.15,111.15
3409,2024-01-29,Laptop Stand,Electronics,South,Retail,5,49.08,15,245.4,208.59
2820,2024-01-29,Laptop Stand,Electronics,West,Wholesale,9,45.83,0,412.47,412.47
1294,2024-01-29,Office Chair,Furniture,West,Online,3,196.55,20,589.65,471.72
1672,2024-01-29,Laptop Stand,Electronics,North,Online,3,40.78,0,122.34,122.34
2069,2024-01-29,Standing Desk,Furniture,Central,Wholesale,2,383.92,10,767.84,691.06
3755,2024-01-30,Standing Desk,Furniture,East,Retail,10,349.28,0,3492.8,3492.8
3309,2024-01-30,Notebook Set,Stationery,Central,Wholesale,3,12.47,0,37.41,37.41
2564,2024-01-30,USB-C Hub,Electronics,South,Online,2,37.89,0,75.78,75.78
1278,2024-01-30,Whiteboard,Stationery,East,Online,7,57.95,0,405.65,405.65
3966,2024-01-30,Webcam HD,Electronics,North,Retail,8,64.49,0,515.92,515.92
3255,2024-01-30,Office Chair,Furniture,Central,Online,8,163.0,0,1304.0,1304.0
2284,2024-01-30,Mechanical Keyboard,Electronics,South,Online,11,79.88,15,878.68,746.88
1514,2024-01-31,Standing Desk,Furniture,West,Wholesale,4,361.36,0,1445.44,1445.44
3481,2024-01-31,Webcam HD,Electronics,North,Wholesale,7,65.2,10,456.4,410.76
2292,2024-01-31,Notebook Set,Stationery,North,Online,9,12.98,20,116.82,93.46
3154,2024-01-31,Water Bottle,Accessories,North,Online,8,15.1,10,120.8,108.72
3145,2024-01-31,Desk Organizer,Accessories,Central,Wholesale,10,21.17,0,211.7,211.7
3379,2024-01-31,Water Bottle,Accessories,West,Online,3,17.05,0,51.15,51.15
2487,2024-01-31,Laptop Stand,Electronics,South,Retail,4,45.57,15,182.28,154.94
2645,2024-01-31,Wireless Mouse,Electronics,South,Retail,8,24.76,0,198.08,198.08
3943,2024-01-31,Office Chair,Furniture,West,Wholesale,9,183.57,0,1652.13,1652.13
1236,2024-02-01,Standing Desk,Furniture,Central,Retail,8,343.13,5,2745.04,2607.79
1526,2024-02-01,Laptop Stand,Electronics,North,Retail,3,49.54,20,148.62,118.9
1326,2024-02-01,Standing Desk,Furniture,West,Online,10,350.91,15,3509.1,2982.73
1835,2024-02-02,Whiteboard,Stationery,East,Online,4,60.17,15,240.68,204.58
2035,2024-02-02,Standing Desk,Furniture,South,Wholesale,10,381.87,0,3818.7,3818.7
3900,2024-02-02,Backpack,Accessories,West,Retail,11,74.11,5,815.21,774.45
2270,2024-02-02,Whiteboard,Stationery,Central,Retail,3,58.81,0,176.43,176.43
2537,2024-02-02,Wireless Mouse,Electronics,Central,Wholesale,9,24.96,10,224.64,202.18
2837,2024-02-02,Desk Lamp,Furniture,West,Wholesale,3,37.05,0,111.15,111.15
3404,2024-02-02,Mechanical Keyboard,Electronics,South,Wholesale,1,84.06,0,84.06,84.06
3890,2024-02-02,Office Chair,Furniture,South,Retail,2,193.84,0,387.68,387.68
3120,2024-02-02,Bookshelf,Furniture,South,Online,2,124.56,0,249.12,249.12
2422,2024-02-02,Backpack,Accessories,South,Wholesale,1,62.98,20,62.98,50.38
3693,2024-02-02,Notebook Set,Stationery,South,Online,7,13.3,20,93.1,74.48
3069,2024-02-02,Desk Lamp,Furniture,East,Retail,12,38.25,10,459.0,413.1
3575,2024-02-03,USB-C Hub,Electronics,West,Online,10,33.62,20,336.2,268.96
3186,2024-02-03,Wireless Mouse,Electronics,North,Wholesale,4,24.68,0,98.72,98.72
2102,2024-02-03,Webcam HD,Electronics,Central,Wholesale,8,57.12,10,456.96,411.26
3433,2024-02-03,Desk Organizer,Accessories,South,Retail,12,20.15,5,241.8,229.71
1287,2024-02-03,USB-C Hub,Electronics,East,Online,6,38.59,10,231.54,208.39
1528,2024-02-03,USB-C Hub,Electronics,North,Retail,5,36.6,0,183.0,183.0
3665,2024-02-03,Office Chair,Furniture,West,Online,1,181.18,10,181.18,163.06
2744,2024-02-03,Backpack,Accessories,South,Online,6,67.72,5,406.32,386.0
3112,2024-02-03,Desk Organizer,Accessories,North,Online,7,20.76,0,145.32,145.32
3369,2024-02-03,USB-C Hub,Electronics,Central,Online,6,34.29,10,205.74,185.17
1937,2024-02-03,Wireless Mouse,Electronics,East,Wholesale,11,23.8,0,261.8,261.8
1577,2024-02-04,Webcam HD,Electronics,East,Online,5,66.51,0,332.55,332.55
3116,2024-02-04,Mechanical Keyboard,Electronics,East,Online,2,74.97,0,149.94,149.94
1890,2024-02-04,Webcam HD,Electronics,South,Wholesale,10,63.84,10,638.4,574.56
2367,2024-02-04,Standing Desk,Furniture,Central,Online,1,324.45,10,324.45,292.0
1491,2024-02-04,Office Chair,Furniture,North,Online,2,196.32,0,392.64,392.64
2071,2024-02-04,Mechanical Keyboard,Electronics,Central,Online,3,74.35,10,223.05,200.75
3413,2024-02-04,Notebook Set,Stationery,West,Online,11,12.28,0,135.08,135.08
3533,2024-02-04,Office Chair,Furniture,South,Online,5,172.31,0,861.55,861.55
3505,2024-02-04,Laptop Stand,Electronics,West,Retail,9,51.37,0,462.33,462.33
2818,2024-02-04,Wireless Mouse,Electronics,South,Retail,10,27.54,0,275.4,275.4
1362,2024-02-05,Water Bottle,Accessories,Central,Retail,2,14.79,5,29.58,28.1
1043,2024-02-05,Office Chair,Furniture,North,Retail,9,164.56,10,1481.04,1332.94
3883,2024-02-05,Desk Lamp,Furniture,East,Wholesale,2,37.31,0,74.62,74.62
2622,2024-02-05,Office Chair,Furniture,Central,Retail,11,198.79,0,2186.69,2186.69
3094,2024-02-05,Pen Pack,Stationery,South,Wholesale,3,8.94,0,26.82,26.82
3504,2024-02-06,Backpack,Accessories,East,Online,3,67.23,0,201.69,201.69
